objectid,cdmid,title,interviewee,interviewer,date,description,subject,location,latitude,longitude,source,identifier,type,format,language,rights,rightsstatement,youtubeid,fileid,collectionid
tchp270,270,"Jean Sonntag, interview transcript",,,,,,,,,University of Washington Tacoma Community History Project,chp1994-08transcript1,Text,application/pdf,,,http://rightsstatements.org/page/InC-EDU/1.0/?language=en,,,
tchp271,271,"Jean Sonntag, audio",,,,,,,,,University of Washington Tacoma Community History Project,chp1994-08audio1,Audio,audio/mp3,,,http://rightsstatements.org/page/InC-EDU/1.0/?language=en,,,
tchp272,272,"Jack Sonntag, Jr., interview transcript",,,,,,,,,University of Washington Tacoma Community History Project,chp1994-08transcript2,Text,application/pdf,,,http://rightsstatements.org/page/InC-EDU/1.0/?language=en,,,
tchp273,273,"Jack Sonntag, Jr., audio 1",,,,,,,,,University of Washington Tacoma Community History Project,chp1994-08audio2,Audio,audio/mp3,,,http://rightsstatements.org/page/InC-EDU/1.0/?language=en,,,
tchp274,274,"Jack Sonntag, Jr., audio 2",,,,,,,,,University of Washington Tacoma Community History Project,chp1994-08audio3,Audio,audio/mp3,,,http://rightsstatements.org/page/InC-EDU/1.0/?language=en,,,
tchp275,275,"Richard Sonntag, interview transcript",,,,,,,,,University of Washington Tacoma Community History Project,chp1994-08transcript3,Text,application/pdf,,,http://rightsstatements.org/page/InC-EDU/1.0/?language=en,,,
tchp276,276,"Richard Sonntag, audio 1",,,,,,,,,University of Washington Tacoma Community History Project,chp1994-08audio4,Audio,audio/mp3,,,http://rightsstatements.org/page/InC-EDU/1.0/?language=en,,,
tchp277,277,"Richard Sonntag, audio 2",,,,,,,,,University of Washington Tacoma Community History Project,chp1994-08audio5,Audio,audio/mp3,,,http://rightsstatements.org/page/InC-EDU/1.0/?language=en,,,
tchp278,278,"Richard Sonntag, audio 3",,,,,,,,,University of Washington Tacoma Community History Project,chp1994-08audio6,Audio,audio/mp3,,,http://rightsstatements.org/page/InC-EDU/1.0/?language=en,,,
tchp279,279,"Brian Sonntag, interview transcript",,,,,,,,,University of Washington Tacoma Community History Project,chp1994-08transcript4,Text,application/pdf,,,http://rightsstatements.org/page/InC-EDU/1.0/?language=en,,,
tchp280,280,"Brian Sonntag, audio 1",,,,,,,,,University of Washington Tacoma Community History Project,chp1994-08audio7,Audio,audio/mp3,,,http://rightsstatements.org/page/InC-EDU/1.0/?language=en,,,
tchp281,281,"Brian Sonntag, audio 2",,,,,,,,,University of Washington Tacoma Community History Project,chp1994-08audio8,Audio,audio/mp3,,,http://rightsstatements.org/page/InC-EDU/1.0/?language=en,,,
tchp282,282,"Brian Sonntag, audio 3",,,,,,,,,University of Washington Tacoma Community History Project,chp1994-08audio9,Audio,audio/mp3,,,http://rightsstatements.org/page/InC-EDU/1.0/?language=en,,,
tchp283,283,"George Sheridan, interview transcript",,,,,,,,,University of Washington Tacoma Community History Project,chp1994-08transcript5,Text,application/pdf,,,http://rightsstatements.org/page/InC-EDU/1.0/?language=en,,,
tchp284,284,"George Sheridan, audio 1",,,,,,,,,University of Washington Tacoma Community History Project,chp1994-08audio10,Audio,audio/mp3,,,http://rightsstatements.org/page/InC-EDU/1.0/?language=en,,,
tchp285,285,"George Sheridan, audio 2",,,,,,,,,University of Washington Tacoma Community History Project,chp1994-08audio11,Audio,audio/mp3,,,http://rightsstatements.org/page/InC-EDU/1.0/?language=en,,,
tchp286,286,Project bibliography,,,,,,,,,University of Washington Tacoma Community History Project,chp1994-08bibliography,Text,application/pdf,,,http://rightsstatements.org/page/InC-EDU/1.0/?language=en,,,
tchp287,287,A Tradition of Excellence: The Sonntags and Public Service,"Sonntag, Jack W. 1907-1969; Sonntag, Jean, 1913-2000; Sonntag, Richard E., 1942-2009; Sonntag, Brian; Sonntag, Jack W., Jr.; Sheridan, George, 1914-2004","Sonntag, Alison H., 1947-",1994,"This collection of interviews explores the personal and political history of the Sonntag family. Jean Sonntag and George Sheridan provide background details about former Pierce County Auditor Jack Sonntag, Sr., while Sonntag's sons (Jack, Richard, and Brian) discuss how their father's legacy has shaped their lives and their own political careers. Area of focus include Jack Sonntag, Sr.'s political philosophy, the evolution of Tacoma's political power structure, and notable accomplishments from each of the Sonntag's public service careers.","Sonntag, Jack W. 1907-1969; Sonntag, Jean, 1913-2000--Interviews; Sonntag, Richard E., 1942-2009--Interviews; Sonntag, Brian--Interviews; Sonntag, Jack W., Jr.--Interviews; Sonntag family--Interviews; Civic leaders-- Washington (State)--Interviews; City council members--Washington (State)--Tacoma--Interviews; Auditors--Washington (State)--Interviews; High school principals-- Washington (State)-- Tacoma--Interviews; Public officers; Local officials and employees--Washington (State)--Tacoma (Wash.)--Politics and government; Washington (State)--Politics and government",United States--Washington (State)--Tacoma,,,University of Washington Tacoma Community History Project,chp1994-08,text,cpd,,,http://rightsstatements.org/page/InC-EDU/1.0/?language=en,,,
tchp288,288,"Patricia George, research essay",,,,,,,,,University of Washington Tacoma Community History Project,chp2007-09essay,Text,application/pdf,,,http://rightsstatements.org/page/InC-EDU/1.0/?language=en,,,
tchp289,289,"Roger Coleman, interview transcript 1",,,,,,,,,University of Washington Tacoma Community History Project,chp2007-09transcript1,Text,application/pdf,,,http://rightsstatements.org/page/InC-EDU/1.0/?language=en,,,
tchp290,290,"Roger Coleman, audio 1",,,,,,,,,University of Washington Tacoma Community History Project,chp2007-09audio1,Audio,audio/mp3,,,http://rightsstatements.org/page/InC-EDU/1.0/?language=en,,,
tchp291,291,"Roger Coleman, interview transcript 2",,,,,,,,,University of Washington Tacoma Community History Project,chp2007-09transcript2,Text,application/pdf,,,http://rightsstatements.org/page/InC-EDU/1.0/?language=en,,,
tchp292,292,"Roger Coleman, audio 2",,,,,,,,,University of Washington Tacoma Community History Project,chp2007-09audio2,Audio,audio/mp3,,,http://rightsstatements.org/page/InC-EDU/1.0/?language=en,,,
tchp293,293,Project bibliography,,,,,,,,,University of Washington Tacoma Community History Project,chp2007-09bibliography,Text,application/pdf,,,http://rightsstatements.org/page/InC-EDU/1.0/?language=en,,,
tchp294,294,Discrimination is the Bosses Tool: Tacoma Longshore Unions and African Americans,"Coleman, Roger, 1938-","George, Patricia",2007,"Retired longshoreman Roger Coleman describes the working environment at the Port of Tacoma during the 1960s and 1970s and comments on the racial attitudes and trends among workers. He also discusses the history of the International Longshore and Warehouse Union and its local affiliate, Local 23.",,United States -- Washington (State) -- Tacoma,,,University of Washington Tacoma Community History Project,chp2007-09,text,cpd,,,http://rightsstatements.org/page/InC-EDU/1.0/?language=en,,,
tchp295,295,"Audie Mangold, research essay",,,,,,,,,University of Washington Tacoma Community History Project,chp1993-06essay,Text,application/pdf,,,http://rightsstatements.org/page/InC-EDU/1.0/?language=en,,,
tchp296,296,"Marion Van Winkle, interview transcript",,,,,,,,,University of Washington Tacoma Community History Project,chp1993-06transcript1,Text,application/pdf,,,http://rightsstatements.org/page/InC-EDU/1.0/?language=en,,,
tchp297,297,"Marylou Hanford, interview transcript",,,,,,,,,University of Washington Tacoma Community History Project,chp1993-06transcript2,Text,application/pdf,,,http://rightsstatements.org/page/InC-EDU/1.0/?language=en,,,
tchp298,298,"Gerry Garrison, interview transcript",,,,,,,,,University of Washington Tacoma Community History Project,chp1993-06transcript3,Text,application/pdf,,,http://rightsstatements.org/page/InC-EDU/1.0/?language=en,,,
tchp299,299,Project Bibliography,,,,,,,,,University of Washington Tacoma Community History Project,chp1993-06bibliography,Text,application/pdf,,,http://rightsstatements.org/page/InC-EDU/1.0/?language=en,,,
tchp300,300,The Community of Day Island,"Garrison, Gerry, 1927-; Van Winkle, Marion, 1910-1996; Hanford, Marylou, 1931-","Mangold, Audie",1993,"Day Island residents Gerry Garrison, Marion Van Winkle, and Marylou Hanford share stories about their unique community and discuss the major social and cultural changes that have taken place on the island.","Garrison, Gerry, 1927- --Interviews; Van Winkle, Marion, 1910-1996--Interviews; Hanford, Marylou, 1931- --Interviews; Women--Washington (State)--Day Island--Interviews; Communities--Washington (State)--Day Island; Day Island (Wash.)--History",United States--Washington (State)--Day Island; United States--Washington (State)--Tacoma; United States--Washington (State)--University Place,,,University of Washington Tacoma Community History Project,chp1993-06,text,cpd,,,http://rightsstatements.org/page/InC-EDU/1.0/?language=en,,,
tchp301,301,"Lorraine Joseph, photograph",,,,,,,,,University of Washington Tacoma Community History Project,chp2008-01photograph,Image,image/jpg,,,http://rightsstatements.org/page/InC-EDU/1.0/?language=en,,,
tchp302,302,"Cecelia La Pointe-Gorman, research essay",,,,,,,,,University of Washington Tacoma Community History Project,chp2008-01essay,Text,application/pdf,,,http://rightsstatements.org/page/InC-EDU/1.0/?language=en,,,
tchp303,303,"Lorraine Joseph, interview transcript 1",,,,,,,,,University of Washington Tacoma Community History Project,chp2008-01transcript1,Text,application/pdf,,,http://rightsstatements.org/page/InC-EDU/1.0/?language=en,,,
tchp304,304,"Lorraine Joseph, audio 1",,,,,,,,,University of Washington Tacoma Community History Project,chp2008-01audio1,Audio,audio/mp3,,,http://rightsstatements.org/page/InC-EDU/1.0/?language=en,,,
tchp305,305,"Lorraine Joseph, interview transcript 2",,,,,,,,,University of Washington Tacoma Community History Project,chp2008-01transcript2,Text,application/pdf,,,http://rightsstatements.org/page/InC-EDU/1.0/?language=en,,,
tchp306,306,"Lorraine Joseph, audio 2",,,,,,,,,University of Washington Tacoma Community History Project,chp2008-01audio2,Audio,audio/mp3,,,http://rightsstatements.org/page/InC-EDU/1.0/?language=en,,,
tchp307,307,"Lorraine Joseph, interview transcript 3",,,,,,,,,University of Washington Tacoma Community History Project,chp2008-01transcript3,Text,application/pdf,,,http://rightsstatements.org/page/InC-EDU/1.0/?language=en,,,
tchp308,308,"Lorraine Joseph, audio 3",,,,,,,,,University of Washington Tacoma Community History Project,chp2008-01audio3,Audio,audio/mp3,,,http://rightsstatements.org/page/InC-EDU/1.0/?language=en,,,
tchp309,309,"Lorraine Joseph, interview transcript 4",,,,,,,,,University of Washington Tacoma Community History Project,chp2008-01transcript4,Text,application/pdf,,,http://rightsstatements.org/page/InC-EDU/1.0/?language=en,,,
tchp310,310,"Lorraine Joseph, audio 4",,,,,,,,,University of Washington Tacoma Community History Project,chp2008-01audio4,Audio,audio/mp3,,,http://rightsstatements.org/page/InC-EDU/1.0/?language=en,,,
tchp311,311,"Lorraine Joseph, interview transcript 5",,,,,,,,,University of Washington Tacoma Community History Project,chp2008-01transcript5,Text,application/pdf,,,http://rightsstatements.org/page/InC-EDU/1.0/?language=en,,,
tchp312,312,"Lorraine Joseph, video",,,,,,,,,University of Washington Tacoma Community History Project,chp2008-01video,MovingImage,mp,,,http://rightsstatements.org/page/InC-EDU/1.0/?language=en,,,
tchp313,313,Project bibliography,,,,,,,,,University of Washington Tacoma Community History Project,chp2008-01bibliography,Text,application/pdf,,,http://rightsstatements.org/page/InC-EDU/1.0/?language=en,,,
tchp314,314,Lorraine Elizabeth Joseph: Puyallup Tribal Elder,"Joseph, Lorraine E., 1929-","La Pointe-Gorman, Cecelia",2008,Puyallup tribal elder Lorraine Joseph shares the history of the Indian Shaker Church and discusses how faith and prayer have shaped her life.,xyz,United States -- Washington (State) -- Tacoma; United States -- Washington (State) -- Kitsap County,,,University of Washington Tacoma Community History Project,chp2008-01,image,cpd,,,http://rightsstatements.org/page/InC-EDU/1.0/?language=en,,,
tchp315,315,"Shirley Aikin, photograph",,,,,,,,,University of Washington Tacoma Community History Project,chp2011-01photograph1,Image,image/jpg,,,http://rightsstatements.org/page/InC-EDU/1.0/?language=en,,,
tchp316,316,"Adriene Tillman, photograph",,,,,,,,,University of Washington Tacoma Community History Project,chp2011-01photograph2,Image,image/jpg,,,http://rightsstatements.org/page/InC-EDU/1.0/?language=en,,,
tchp317,317,"Cheryl Marie Coney, research essay",,,,,,,,,University of Washington Tacoma Community History Project,chp2011-01essay,Text,application/pdf,,,http://rightsstatements.org/page/InC-EDU/1.0/?language=en,,,
tchp318,318,"Shirley Aikin, interview transcript",,,,,,,,,University of Washington Tacoma Community History Project,chp2011-01transcript1,Text,application/pdf,,,http://rightsstatements.org/page/InC-EDU/1.0/?language=en,,,
tchp319,319,"Shirley Aikin, audio",,,,,,,,,University of Washington Tacoma Community History Project,chp2011-01audio1,Audio,audio/mp3,,,http://rightsstatements.org/page/InC-EDU/1.0/?language=en,,,
tchp320,320,"Adriene Tillman, interview transcript",,,,,,,,,University of Washington Tacoma Community History Project,chp2011-01transcript2,Text,application/pdf,,,http://rightsstatements.org/page/InC-EDU/1.0/?language=en,,,
tchp321,321,"Adriene Tillman, audio",,,,,,,,,University of Washington Tacoma Community History Project,chp2011-01audio2,Audio,audio/mp3,,,http://rightsstatements.org/page/InC-EDU/1.0/?language=en,,,
